term,count_early,count_late,count_contemporary,rate_early,rate_late,burst_score,log_odds_late_vs_early
prefrontal cortex activation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
attendance,1,2,2,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
essence,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
dauer formation,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
cross-cultural,2,6,7,0.8333333333333334,2.1666666666666665,0.9555114450274362,0.3384100619163286
former prisoners,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
social communication,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
serum leptin,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
all-cause,2,4,6,0.8333333333333334,1.5,0.587786664902119,-0.029314718208988566
lipid droplets,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
communications,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
multiple partners,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
causal interpretation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
intention,4,1,2,1.5,0.5,-1.0986122886681098,-1.7157136717792172
neighborhood quality,2,1,1,0.8333333333333334,0.5,-0.5108256237659907,-1.1279270068770977
amino acid,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
faecal incontinence,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
line-1,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
weight-related abuse questionnaire,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
nutrition,7,10,13,2.5,3.5,0.3364722366212129,-0.2806291464898951
colored-progressive-matrices,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
therapeutic metaphors,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
transition-age autistic youth,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
lepidium sativum,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
bulb,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
predictive coding,1,2,3,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
parental early life maltreatment,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
early intrusive memories,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
live stream,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
acid attack,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
effects meta-regression,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
compensating income variation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
fat mass,1,1,1,0.5,0.5,0.0,-0.6171013831111072
sh-sy5y,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
script,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
family-of-origin violence,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
urinary urgency,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
circadian regulation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
necrosis-factor family,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
antenatal care,1,1,1,0.5,0.5,0.0,-0.6171013831111072
maternal resource deprivation,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
spatial extent,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
randomzied controlled trial,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
functional-anatomy,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
relative poverty,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
late positive potential (lpp),0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
entertainment industries,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
core self-evaluation,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
data journalism,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
interpersonal childhood trauma,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
pessimism,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
emotional memory image (emi),0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
blood cell count,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
traumatization,2,4,6,0.8333333333333334,1.5,0.587786664902119,-0.029314718208988566
sedentary behaviour,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
modes,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
minors seeking,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
pregnancy-associated intimate partner homicide,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
homicide offenders,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
functional somatic symptoms,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
satisfaction questionnaire,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
complaints,1,4,5,0.5,1.5,1.0986122886681098,0.48151090555700193
welfare system,1,2,3,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
violent crime,2,5,6,0.8333333333333334,1.8333333333333333,0.78845736036427,0.17135597725316298
program implementation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
measure of parental style,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
unresolved loss,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
tumor,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
code of canon law,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
ptsd/posttraumatic stress disorder,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
maltreated ecophenotype,1,2,2,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
karachi,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
rampage,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
hepatitis a,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
survivor perspectives,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
polygenic risk score (prs),0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
war-related trauma and torture,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
translational research,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
debriefing,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
rape proclivity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
health-promoting schools,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cardiovascular-disease,19,29,38,6.5,9.833333333333334,0.41397579777607313,-0.20312558533503466
say yes,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
minimum age,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
repertoires,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
family stressors,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
daily life,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
parental child-containing function,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
child immigrant,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
craftivism,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
integrated theoretical model,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
offensive sexual behavior,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
non-spousal,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
somatomotor network,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
fusiform gyrus,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
libraries,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
advocacy intervention,1,1,1,0.5,0.5,0.0,-0.6171013831111072
limitations,1,1,2,0.5,0.5,0.0,-0.6171013831111072
carryover,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
animal assisted,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
predators,1,2,2,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
multiple stressors,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
rule,1,0,2,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
adversarial examples,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
coexistence,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
earnings,2,0,1,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
maternal regulation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
corporate strategy,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
partner rejection,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
detecting lies,3,0,0,1.1666666666666667,0.16666666666666666,-1.9459101490553135,-2.5630115321664197
trauma-based treatments,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
psychosocial resources,0,2,4,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
pims-ts,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
coproduction,0,3,4,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
teenage girls,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
prime-md,1,2,4,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
class growth analysis,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
short-form video addiction,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
abuse types,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
female middle school students,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
stress outcomes,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
left ventricular function,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
weekly diary study,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
youth sexuality,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
functional disability,1,2,4,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
informal social-control,1,3,3,0.5,1.1666666666666667,0.8472978603872037,0.23019647727609627
gender and violence,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
rs7041,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
boston globe,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
chronic physical health conditions,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
psychoanalytic psychotherapy,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
abuse and neglect,3,5,7,1.1666666666666667,1.8333333333333333,0.4519851237430571,-0.16511625936804997
representation,4,5,7,1.5,1.8333333333333333,0.20067069546215105,-0.4164306876489565
continuous exposure,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
attending antenatal clinics,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
adaptability,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
transcendental phenomenology,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
bdnf gene,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
scale,122,304,395,40.833333333333336,101.5,0.9105600571651701,0.29345867405406256
conversion reaction,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
policy reform,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
classification,15,13,17,5.166666666666667,4.5,-0.13815033848081718,-0.7552517215919252
drug smuggling,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
bacchi,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
image intervention,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
path analyses,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
mtdnacn,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
juvenile girls,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
juvenile psychopathy,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
self-assessment,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
older youth,1,1,3,0.5,0.5,0.0,-0.6171013831111072
behr,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
interleukin-1 beta,1,1,3,0.5,0.5,0.0,-0.6171013831111072
residential social care worker,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
involvement screening-test,1,1,1,0.5,0.5,0.0,-0.6171013831111072
natural disasters,4,3,3,1.5,1.1666666666666667,-0.25131442828090605,-0.8684158113920137
emotional dispositions,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
low birthweight,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
social construction,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
force,1,1,2,0.5,0.5,0.0,-0.6171013831111072
children?s rights advocacy,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
charismatic leadership,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
early bonding,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
kisspeptin neurons,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
factor val66met genotype,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
salvation,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
systemic toxicity,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
advice,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
vulnerable/ disadvantaged,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
maternal separation with early weaning,2,0,1,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
enjoyment,1,1,1,0.5,0.5,0.0,-0.6171013831111072
micturition,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
spinal cord injury,3,1,1,1.1666666666666667,0.5,-0.8472978603872037,-1.4643992434983106
monoamine oxidase a (maoa) gene,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
community engagement studio (ces),0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
oral feeding,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
large-scale,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
disruption model,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
compulsive buying,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
baroreflex sensitivity,1,3,3,0.5,1.1666666666666667,0.8472978603872037,0.23019647727609627
serotonin system,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
care services,1,2,2,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
socioecological framework,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
prolonged grief disorder (pgd),0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
epilepsy comorbidities,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
sensitive periods,24,41,61,8.166666666666666,13.833333333333334,0.5270203096859714,-0.09008107342513583
resilience-based intervention,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
regional cortical intrinsic activity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
mental health treatment engagement,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
forensic fandom,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
systemic inequality,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
hierarchical taxonomy,3,6,8,1.1666666666666667,2.1666666666666665,0.6190392084062234,0.0019378252951156583
reflection,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
early onset drug use,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
speech production,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
csa survivors,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
trauma-related shame inventory,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
normal adults,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
schizophrenia-spectrum,1,2,2,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
law-enforcement,0,3,5,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
infertility,2,4,6,0.8333333333333334,1.5,0.587786664902119,-0.029314718208988566
orphans and vulnerable children,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
social-learning theory,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
quantitative study,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
bcl2,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
acute myocardial-infarction,1,1,1,0.5,0.5,0.0,-0.6171013831111072
disclosure in context,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
prenatal hair cortisol,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
vertebral neural canal diameter,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
korean strain,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
uganda,2,13,22,0.8333333333333334,4.5,1.6863989535702286,1.0692975704591214
running away from home,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cultural construct-validity,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
confrontation,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
form health survey,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
sgbv,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
general population,5,13,13,1.8333333333333333,4.5,0.8979415932059586,0.2808402100948513
r23,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
psychotic symptom severity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cognitive behavioral analysis system of psychotherapy,2,1,2,0.8333333333333334,0.5,-0.5108256237659907,-1.1279270068770977
drug dependence,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
reactance,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
general anesthesia,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
infanticide,4,3,3,1.5,1.1666666666666667,-0.25131442828090605,-0.8684158113920137
quantity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
medical doctors,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
interpersonal rejection,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
aggression,113,230,326,37.833333333333336,76.83333333333333,0.7084480255152457,0.09134664240413848
fostering resilience,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
camir-r,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
train-the-trainer program,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
interoceptive sensibility,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
arcuate nucleus of the hypothalamus,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
wrongful convictions,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
women who sexually offended,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
ca3,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
big 5,2,6,7,0.8333333333333334,2.1666666666666665,0.9555114450274362,0.3384100619163286
recognition,17,26,40,5.833333333333333,8.833333333333334,0.4149438520627083,-0.20215753104839962
intrafamilial child sex offending,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
volatility,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
visual-field stimulation,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
child abuse self report scale,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
ace categories,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
syndemics,3,5,8,1.1666666666666667,1.8333333333333333,0.4519851237430571,-0.16511625936804997
chilhood maltreatment,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
retrospective cohort,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
interoceptive awareness,1,2,2,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
parental anxiety,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
non-refugee immigrants,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
global functioning,1,1,2,0.5,0.5,0.0,-0.6171013831111072
first-generation migrants,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
later-life,1,1,1,0.5,0.5,0.0,-0.6171013831111072
individual-differences,42,72,95,14.166666666666666,24.166666666666668,0.5340824859302581,-0.08301889718084965
laying hens,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
reabuse,1,1,1,0.5,0.5,0.0,-0.6171013831111072
adiponectin gene,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
alcohol-related consequences,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
service providers,1,2,2,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
consequences,116,237,319,38.833333333333336,79.16666666666667,0.7122763504689407,0.09517496735783304
longitudinal outcomes,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
nos1ap,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
institutional trust,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
relational-cultural theory,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
quantitative genetics,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
iq,4,5,7,1.5,1.8333333333333333,0.20067069546215105,-0.4164306876489565
college and university students,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
therapeutic goals,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
social skills training,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
sexual assault history,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
brain-derived neurotrophic factor,8,3,6,2.8333333333333335,1.1666666666666667,-0.8873031950009028,-1.5044045781120108
substance related disorders,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
mini-mental-state,2,2,2,0.8333333333333334,0.8333333333333334,0.0,-0.6171013831111072
health behavior in school-aged children,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
child headed household,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
adult disclosures,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
non-affective psychotic disorder,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
childhood and adolescent mental health,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
childhood sexuality,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
internet sexual offender,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
free-energy principle,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
feminist documentary,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
lawless space,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
parents' voice,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
triangle,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
brain,149,250,359,49.833333333333336,83.5,0.5161625276941784,-0.10093885541692904
central sensitization,4,5,7,1.5,1.8333333333333333,0.20067069546215105,-0.4164306876489565
adult psychiatry,3,2,6,1.1666666666666667,0.8333333333333334,-0.3364722366212129,-0.9535736197323201
schizophrenia-spectrum disorders,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
organizational dynamics,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
therapy intake,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
remarried,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
gender gap,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
interpersonal relatedness,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
kinetic family drawing,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
nichd,1,1,2,0.5,0.5,0.0,-0.6171013831111072
(narc),0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
psychopathic traits,5,7,13,1.8333333333333333,2.5,0.3101549283038396,-0.30694645480726823
n auricular,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
adults' memory,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
parental caregiving,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
offending trajectory,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
thc (tetrahydrocannabinol),1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
vulvar disease,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
proclivity,0,4,5,0.16666666666666666,1.5,2.1972245773362196,1.580123194225111
social participation,0,4,6,0.16666666666666666,1.5,2.1972245773362196,1.580123194225111
school delay,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
dopamine-receptors,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
lu aa21004,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
health care providers,2,1,1,0.8333333333333334,0.5,-0.5108256237659907,-1.1279270068770977
nicu,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
dental trauma,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
